ID,MP Name,Nature of membership,Start of Term,End of Term,Number of terms,Constituency,State,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills average,State Questions,State's Attendance average,,House
2137,Kishore Kumar Mohanty,Elected,"Thursday, August 6, 2009","Tuesday, April 3, 2012",First Term,Odisha,,Biju Janata Dal,Male,Professional Graduate,"B.Com., LL.B",61,18,0,73,82%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),20.2,0.5,159,79,30.7,0,157,77%,,Rajya Sabha
2138,Krishan Lal Balmiki,Elected,"Tuesday, April 4, 2006","Wednesday, April 21, 2010",First Term,Rajasthan,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Higher Secondary Educated under Rajasthan Board of Secondary Education, Jaipur",77,8,0,44,67%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),8.7,0.2,67,79,11.9,0.5,137,85%,,Rajya Sabha
2139,Kumar Deepak Das,Elected,"Friday, June 15, 2007","Wednesday, July 24, 2013",First Term,Assam,,Asom Gana Parishad,Male,Professional Graduate,"B.Sc., LL.B. Educated at M.C. College, Barpeta, Assam and Law College, Gauhati University, Jalukbari, Guwahati, Assam",61,112,1,330,91%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),34,1,262,79,38.6,0.2,223,84%,,Rajya Sabha
2140,Kunal Kumar Ghosh,Elected,"Tuesday, April 3, 2012","Monday, April 2, 2018",First Term,West Bengal,,All India Trinamool Congress,Male,Certificate Course,"Certificate in Audio Visual Journalism, Media Management Educated at Annex College of Management and Annex-Cygnus Institute of Management, Kolkata",51,5,0,0,40%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),78.1,1.4,341,79,109.5,2.3,245,72%,,Rajya Sabha
2141,Kusum Rai,Elected,"Wednesday, November 26, 2008","Tuesday, November 25, 2014",First Term,Uttar Pradesh,,Bharatiya Janata Party,Female,Inter/ Higher Secondary,,51,15,0,870,79%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),47.1,1.1,316,79,43.2,1.7,230,82%,,Rajya Sabha
591476,L. Hanumanthaiah,Elected,"Tuesday, April 3, 2018",In office,First Term,Karnataka,,Indian National Congress,Male,Information not available,Information not available,60,52,0,177,97%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),29.1,0.4,78,79,28.1,0.3,120,73%,,Rajya Sabha
518152,La. Ganesan,Elected,"Wednesday, November 16, 2016","Monday, April 2, 2018",First Term,Madhya Pradesh,,Bharatiya Janata Party,Male,Information not available,Information not available,72,33,0,1,90%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),19.5,0.4,94,79,16.6,0.1,75,84%,,Rajya Sabha
2142,Lakshmikanta Rao Voditela,Elected,"Wednesday, June 22, 2016",In office,First Term,Telangana,,Telangana Rashtra Samithi,Male,Graduate,B.Sc. From Osmania University,79,4,0,0,56%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),55.7,0.9,188,79,61.3,1.5,315,72%,,Rajya Sabha
2143,Lal Sinh Vadodia,Elected,"Thursday, April 10, 2014",In office,First Term,Gujarat,,Bharatiya Janata Party,Male,Professional Graduate,"B.E. (Civil)Educated at Birla Viswakarma Mahavidyalaya, Sardar Patel University, Anand, Gujarat",63,39,0,787,91%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,47.1,2.2,248,81%,,Rajya Sabha
2144,Lalhming Liana,Elected,"Saturday, July 19, 2008","Friday, July 18, 2014",Second Term,Mizoram,,Mizo National Front,Male,Graduate,"B.A. Educated at Aizawl College, North Eastern Hill University, Aizawl",64,1,0,26,87%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),41.8,1.1,300,79,1,0,26,85%,,Rajya Sabha
2145,Lalit Kishore Chaturvedi,Elected,"Monday, July 5, 2004","Sunday, July 4, 2010",First Term,Rajasthan,,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Physics), Rajasthan University, Visharad, Hindi Sahitya Sammelan, Allahabad",88,16,0,293,86%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),10.1,0.3,78,79,13.2,0.5,157,85%,,Rajya Sabha
842452,Lokhandwala Jugalsinh Mathurji,Elected,"Tuesday, July 9, 2019",In office,First Term,Gujarat,,Bharatiya Janata Party,Male,Information not available,Information not available,,8,0,0,100%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),17.1,0.3,29,79,11,0,28,81%,,Rajya Sabha
2146,M P Veerendra Kumar,Elected,"Monday, March 26, 2018",In office,Second Term,Kerala,,Independent,Male,Professional Post Graduate,"M.A. (Phil), M.B.A.; educated at Zamorin College, Kozhikode, Vivekananda College, Madras and Ciincinatti University (U.S.A.)",82,12,0,306,60%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),57.4,0.8,174,79,93.6,0.7,209,75%,,Rajya Sabha
2147,M. Rajasekara Murthy,Elected,"Monday, April 3, 2006","Sunday, December 5, 2010",Third Term,Karnataka,,Janata Dal (Secular),Male,Professional Graduate,"B.A., B.Com., LL.B. Educated at Mysore University and Lucknow University",97,0,0,0,70%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),13.7,0.4,113,79,4.9,1,32,73%,,Rajya Sabha
2148,M. Rama Jois,Elected,"Thursday, June 26, 2008","Wednesday, June 25, 2014",First Term,Karnataka,,Bharatiya Janata Party,Male,Professional Graduate,"B.Sc., B.L. Educated at Central College and Government Law College, Bangalore, University of Mysore Conferred Honorary Doctor of Laws by Kuvempu University, Karnataka",88,62,8,16,87%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.5,1,293,79,23.6,1.8,144,73%,,Rajya Sabha
842946,M. Shanmugam,Elected,"Thursday, July 25, 2019",In office,First Term,Tamil Nadu,,Dravida Munnetra Kazhagam,Male,Information not available,Information not available,,22,0,9,100%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),13.6,0.2,19,79,19.5,0.1,21,75%,,Rajya Sabha
2149,M. Venkaiah Naidu,Elected,"Thursday, July 1, 2010","Thursday, August 31, 2017",Fourth Term,Karnataka,,Bharatiya Janata Party,Male,Professional Graduate,"B.A., B.L. Educated at V.R. High School, Nellore, V.R. College, Nellore and Law College, Andhra University, Visakhapatnam",70,86,0,34,75%,"This MP was appointed a minister in May 2014. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till Feb 2014. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",35.1,0.7,231,79,27.1,0.9,145,73%,,Rajya Sabha
2150,M.A.M. Ramaswamy,Elected,"Thursday, July 1, 2004","Wednesday, June 30, 2010",First Term,Karnataka,,Janata Dal (Secular),Male,Doctorate,"B.A., D. Litt. (Honoris Causa) Educated at Vivekananda College, Chennai; conferrred D. Litt. (Honoris Causa) degree by Annamalai University, Chidambaram for outstanding contribution in the field of sports in 1979, Alagappa University, Karaikudi in 1996, P",88,0,0,0,6%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),10.1,0.3,78,79,3,1,20,73%,,Rajya Sabha
2151,M.C. Mary Kom,Nominated,"Tuesday, April 26, 2016",In office,First Term,,,Independent,Female,Information not available,Information not available,36,5,0,0,48%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),60.7,0.9,200,79,34.4,0.8,72,74%,,Rajya Sabha
2152,M.J. Akbar,Elected,"Thursday, June 30, 2016",In office,Second Term,Madhya Pradesh,,Bharatiya Janata Party,Male,Graduate,Graduate,68,3,0,0,83%,"This MP was a minister from Jul 2016 to Oct 2018. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till May 2016. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",68.9,1.1,243,79,53.7,0.2,229,84%,,Rajya Sabha
2153,M.P. Achuthan,Elected,"Wednesday, April 22, 2009","Thursday, April 23, 2015",First Term,Kerala,,Communist Party of India,Male,Graduate,"B.Com. Educated at Government College, Madappally",70,111,0,836,86%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),58.2,1.3,348,79,93.6,0.9,509,75%,,Rajya Sabha
2154,M.S. Gill,Elected,"Saturday, April 10, 2010","Saturday, April 9, 2016",Second Term,Punjab,,Indian National Congress,Male,Doctorate,"Senior Cambridge, B.A. (Honours), M.A., Ph.D., Diploma in Development Studies, University of Cambridge Doctor of Science (Honoris Causa) : Punjab Agriculture University, Panjab University, Haryana Agriculture University, Madras University and Guwahati Uni",83,51,0,0,97%,"This MP was a minister. He tendered his resignation on Jul 12, 2011. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from Jul 13, 2011. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",62.2,1.3,338,79,61.8,1,317,82%,,Rajya Sabha
2155,M.S. Swaminathan,Nominated,"Tuesday, April 10, 2007","Tuesday, April 9, 2013",First Term,,,Independent,Male,Doctorate,"B.Sc., Ph.D. Educated at Travancore University, Coimbatore Agricultural College, Madras University, School of Agriculture, University of Cambridge, U.K. Recepient of 58 Honorary Doctorate degrees from Universities around the world",94,14,1,11,76%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),33.7,1,252,79,14.4,0.4,85,74%,,Rajya Sabha
2156,M.V. Mysura Reddy,Elected,"Monday, April 3, 2006","Monday, April 2, 2012",First Term,Andhra Pradesh,,Telugu Desam Party,Male,Professional Graduate,"M.B.B.S. Educated at Government Medical College, Kurnool (Andhra Pradesh",70,68,1,494,93%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,26.4,1.3,333,77%,,Rajya Sabha
2157,M.V. Rajeev Gowda,Elected,"Thursday, June 26, 2014",In office,First Term,Karnataka,,Indian National Congress,Male,Doctorate,"Ph.D in Public Policy & Management from Wharton School of Pennsylvania, USA",56,117,3,653,92%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),90.8,1.4,308,79,72.2,1.1,389,73%,,Rajya Sabha
2158,Mabel Rebello,Elected,"Monday, April 3, 2006","Monday, April 2, 2012",Second Term,Jharkhand,,Indian National Congress,Female,Post Graduate,"M.A., D.S.W. (Diploma in Social Work) Educated at St. Joseph's School, St. Agnes College, Roshini Nilaya, Bangalore and Bakratulla University, Bhopal",69,26,3,249,91%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,25.7,0.6,252,78%,,Rajya Sabha
591477,Madanlal Saini,Elected,"Wednesday, April 4, 2018","Monday, June 24, 2019",First Term,Rajasthan,,Bharatiya Janata Party,Male,Information not available,Information not available,66,0,0,0,71%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),7.7,0.2,41,79,3.8,0.6,33,85%,,Rajya Sabha
2159,Madhusudan Devram Mistry,Elected,"Thursday, April 10, 2014",In office,First Term,Gujarat,,Indian National Congress,Male,Post Graduate,"M.A., Diploma on Development Studies (Completed one year of two years course), Certificate Course in Advocacy Studies, Course for Trade Union Officer, Indian Institute of Management (IIM, Ahmedabad)",74,113,0,50,82%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,47.1,2.2,248,81%,,Rajya Sabha
2160,Mahendra Mohan,Elected,"Monday, April 3, 2006","Monday, April 2, 2012",First Term,Uttar Pradesh,,Samajwadi Party,Male,Graduate,"B. Com. Educated at G.N.K. Inter College, B.N.S.D. Inter College and D.A.V. College, Kanpur (Uttar Pradesh)",79,44,10,370,76%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,20.5,1.3,123,82%,,Rajya Sabha
2161,Mahendra Prasad,Elected,"Tuesday, April 3, 2018",In office,Seventh Term,Bihar,,Janata Dal (United),Male,Doctorate,"Graduation with Honours in Economics, Educated at Middle School and High School, Okari and Patna College, Patna University",79,0,0,1,80%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),131.3,2.4,601,79,180.1,0.2,554,79%,,Rajya Sabha
2162,Mahendra Sahni,Elected,"Monday, April 3, 2006","Friday, November 6, 2009",First Term,Bihar,,Janata Dal (United),Male,Inter/ Higher Secondary,"Intermediate Educated at Bihar Vidyalaya Pariksha Samiti, Patna and Bihar University, Muzaffarpur",79,2,0,0,93%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),4.3,0.1,25,79,5.6,0,32,79%,,Rajya Sabha
2163,Mahendra Singh Mahra,Elected,"Tuesday, April 3, 2012","Monday, April 2, 2018",First Term,Uttarakhand,,Indian National Congress,Male,Graduate,B.A. Educated at Agra University,80,61,0,825,92%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),78.1,1.4,341,79,94.9,1.5,399,89%,,Rajya Sabha
2164,Mahesh Poddar,Elected,"Friday, July 8, 2016",In office,First Term,Jharkhand,,Bharatiya Janata Party,Male,Professional Graduate,Bachelor of Engineering (Mechanical) from Bangalore University,69,53,2,353,93%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),55.7,0.9,188,79,22,0.4,272,78%,,Rajya Sabha
2165,Mahmood A. Madani,Elected,"Monday, April 3, 2006","Monday, April 2, 2012",First Term,Uttar Pradesh,,Rashtriya Lok Dal,Male,Graduate,"Fazil (Graduate) Educated at Darul Uloom, Deoband, Distt. Saharanpur (Uttar Pradesh)",55,3,0,43,40%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,20.5,1.3,123,82%,,Rajya Sabha
2166,Majeed Memon,Elected,"Thursday, April 3, 2014",In office,First Term,Maharashtra,,Nationalist Congress Party,Male,Graduate,"B.A. (Economics and Political Science), LL.B. Educated at R.D. National College and Government Law College, Mumbai",74,108,0,473,86%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,79.3,4.5,454,75%,,Rajya Sabha
531844,Manas Ranjan Bhunia,Elected,"Saturday, August 19, 2017",In office,First Term,West Bengal,,All India Trinamool Congress,Male,Professional Graduate,Information not available,66,43,0,101,69%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),33.4,0.6,111,79,48.3,0.8,118,72%,,Rajya Sabha
2167,Mangala Kisan,Elected,"Thursday, April 3, 2008","Wednesday, April 2, 2014",First Term,Odisha,,Biju Janata Dal,Male,Graduate,"B.A. Educated at Bargaon High School, Bargoan, Distt. Sundargarh, B.J.B. College, Bhubaneswar, Utkal University and Sambalpur University",72,46,0,195,86%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,55.2,0.5,260,77%,,Rajya Sabha
2168,Mani Shankar Aiyar,Nominated,"Monday, March 22, 2010","Monday, March 21, 2016",First Term,,,Indian National Congress,Male,Post Graduate,"B.A.(Eco), M.A. (Eco) ; Educated at Doon School, Dehradun, St. Stephens' College, Delhi Univ., Trinity Hall, Cambridge University, U.K. D.Sc. (Honoris Causa) by ISM, Dhanbad, Hon. Fellow, Trinity Hall, Cambridge University, U.K., 2010",78,43,0,176,77%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),62.2,1.3,338,79,27.7,0.5,92,74%,,Rajya Sabha
518085,Manish Gupta,Elected,"Tuesday, March 14, 2017",In office,First Term,West Bengal,,All India Trinamool Congress,Male,Information not available,Information not available,76,38,0,89,71%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),45.4,0.7,146,79,66.5,1,151,72%,,Rajya Sabha
2169,Manmohan Singh,Elected,"Tuesday, August 20, 2019",In office,Sixth Term,Rajasthan,,Indian National Congress,Male,Doctorate,"M.A. (Economics), Panjab University, Chandigarh, First Class with first position in the University, Economics Tripos (First Class Honours), University of Cambridge, U.K., D.Phil, Nuffield College, University of Oxford, U.K.",87,7,0,0,97%,This MP was a minister till May 2014. Participation and attendance details for this MP are available from Jun 2014. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),117.7,2.2,580,79,105.8,1.8,517,85%,,Rajya Sabha
2170,Manohar Joshi,Elected,"Monday, April 3, 2006","Monday, April 2, 2012",First Term,Maharashtra,,Shiv Sena,Male,Post Graduate,"B.A., M.A., LL.B. Educated at University of Mumbai",82,25,0,144,64%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,23.1,0.3,240,75%,,Rajya Sabha
2171,Manohar Parrikar,Elected,"Wednesday, November 26, 2014","Saturday, September 2, 2017",First Term,Uttar Pradesh,,Bharatiya Janata Party,Male,Graduate,IIT Bombay,64,0,0,0,5%,"This MP was a minister till Mar 13, 2017. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",50.8,0.8,174,79,66.4,0.4,157,82%,,Rajya Sabha
591478,Manoj Kumar Jha,Elected,"Tuesday, April 3, 2018",In office,First Term,Bihar,,Rashtriya Janata Dal,Male,Information not available,Information not available,51,185,0,54,99%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),29.1,0.4,78,79,32.4,0.1,32,79%,,Rajya Sabha
2172,Manorama D. Sharma,Elected,"Wednesday, November 26, 2014",In office,First Term,Uttarakhand,,Indian National Congress,Female,Information not available,Information not available,,2,0,5,91%,(Data corresponds to the period from 1 Jun 2009 to 6 Apr 2018.),4.3,0.1,17,78%,5.8,0,20,87%,,Rajya Sabha
601243,Manorama D. Sharma,Elected,"Wednesday, November 26, 2014","Wednesday, February 18, 2015",First Term,Uttarakhand,,Indian National Congress,Female,Information not available,Information not available,64,2,0,5,91%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),4.3,0.1,17,79,5.9,0,20,89%,,Rajya Sabha
2173,Mansukh L. Mandaviya,Elected,"Tuesday, April 3, 2018",In office,Second Term,Gujarat,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"H.S.C., Veterinary Live Stock Inspector (Certificate Course), Educated at Songadh Gurukul and Gujarat Agricultural University, S.K. Nagar, Dantiwada, Gujarat",47,55,14,449,68%,"This MP was appointed a minister in Jul 2016. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till May 2016. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",80.7,1.4,308,79,54.2,3.1,326,81%,,Rajya Sabha
2174,Matilal Sarkar,Elected,"Saturday, April 3, 2004","Friday, April 2, 2010",Second Term,Tripura,,Communist Party of India (Marxist),Male,Post Graduate,"B.Sc., M.Sc., B.T., Special Training in Biology Educated at Bardowali High School, Agartala, M.B.B. College, Agartala, University of Saugar, Madhya Pradesh, B.T. (S.T.T.) College, Calcutta University, Agartala and Presidency College, Kolkata",78,17,3,37,81%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),8.3,0.2,62,79,17,3,37,82%,,Rajya Sabha
2175,Maya Singh,Elected,"Thursday, April 10, 2008","Monday, December 23, 2013",Second Term,Madhya Pradesh,,Bharatiya Janata Party,Female,Post Graduate,"B.A., M.A. (Political Science) Educated at Jiwaji University, Gwalior (Madhya Pradesh)",69,111,0,526,93%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),39.8,1,284,79,66.7,2.5,495,84%,,Rajya Sabha
2176,Mayawati,Elected,"Tuesday, April 3, 2012","Tuesday, July 18, 2017",Third Term,Uttar Pradesh,,Bahujan Samaj Party,Female,Professional Graduate,"B.A., B. Ed., LL.B. Educated at Kalindi College, University of Delhi, BMLG College, Ghaziabad, Meerut University and University of Delhi",63,81,0,0,90%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),68.9,1.2,292,79,81.3,0.8,249,82%,,Rajya Sabha
