Title,Date,Participants,Ref.Keywords
"Further discussion on the motion for consideration of the Right of Children to Free and Compulsory Education Bill, 2009 moved by Shri Kapil Sibal on the 31st July, 2009 (Bill Passed). ",4/8/2009,"Vyas Dr.(Kum.) Girija,Nahata Smt. P. Jaya Prada,Mandal Shri Mangani Lal,Patel Smt. Jayshreeben,Mahtab Shri Bhartruhari,Meghwal Shri Bharat Ram,Jardosh Smt. Darshana Vikram,Patasani Dr. (Prof.) Prasanna Kumar,Singh Shri Radha Mohan,Yadav Shri Hukamdeo Narayan,Kashyap Shri Virender,Bali Ram Dr. ,Banerjee Shri Kalyan,Baalu Thiru Thalikkottai Rajuthevar,Rajbhar Shri Ramashankar,Haque Shri Sk. Saidul,Satpathy Shri Tathagata,Adsul Shri Anandrao Vithoba,Semmalai Shri S. ,Sivaprasad Shri Naramalli,Rama Devi Smt. ,Singh Shri Ijyaraj ,Meghwal Shri Arjun Ram ,Beg Shri Mirza Mehboob,Owaisi Shri Asaduddin,Dubey Shri Nishikant ,Sushant Dr. Rajan,Shanavas Shri M. I.,Dhotre Shri Sanjay Shamrao,Singh Shri Rakesh,Dhurve Jyoti,Ajmal Shri Badruddin,Singh Shri Jagada Nand,Sardinha Shri Francisco,Majumdar Shri Prasanta Kumar,Basheer Shri E. T. Muhammed,Rai Shri Prem Das,Das Shri Bhakta Charan,Biju Shri P. K.,Bwiswmuthiary Shri Sansuma Khunggur,Meinya Dr. Thokchom,Krishnaswamy Shri M.,Singh Shri Vijay Bahadur,Suklabaidya Shri Lalit Mohan,Pal Shri Raja Ram,Thakur Shri Anurag Singh,Sibal Shri Kapil","Capitation Fee,Child Labour,Commercial Education,Compulsory Education,Education,Educational Facilities,Educational Reforms,Free Education,Fund Allocation,Fundamental Rights,Land Allotment,Malnutrition,Quality Of Education,Resource Mobilisation,Right to Education,Scholarships,Teacher-student Ratio,Vocational Education,Women,Mid-Day-Meal Scheme,Literacy Rate,Anganwadi,Non-Governmental Organisations (NGO),Monitoring Mechanism,Privatisation,Education Policy,Central Schools,Gender Discrimination,Food Security,Punishments,Integrated Child Development Services (ICDS),Child Education,Harassment,School Curriculum,Sarva Shiksha Abhiyan"
"Introduction of the Companies Bill, 2009. ",3/8/2009,Khurshid Shri Salman,
"Introduction of the Indian Trusts (Amendment) Bill, 2009. ",3/8/2009,Mukherjee Shri Pranab,
"Introduction of the Securities and Exchange Board of India (Amendment) Bill, 2009. ",3/8/2009,Meena Shri Namo Narain,
"Introduction of the Life Insurance Corporation (Amendment) Bill, 2009. ",31-07-2009,Mukherjee Shri Pranab,
"Introduction of the National Green Tribunal Bill, 2009. ",31-07-2009,Ramesh Shri Jairam,
"Discussion on the motion for consideration of the Right of Children to Free and Compulsory Education Bill, 2009 as passed by Rajya Sabha. ",31-07-2009,"Sibal Shri Kapil,Azad Shri Kirti (Jha),Vyas Dr.(Kum.) Girija","Capitation Fee,Compulsory Education,Education,Educational Reforms,Quality Of Education,Resource Mobilisation,Scholarships,Vocational Education,Women,Mid-Day-Meal Scheme,Literacy Rate,Anganwadi,Education Policy,Integrated Child Development Services (ICDS),Child Education,School Curriculum,Sarva Shiksha Abhiyan"
"Intorduction of the Rubber* (Amendment Bill, 2009 . ",28-07-2009,Sharma Shri Anand,
"Further discussion on the Finance (No. 2) Bill, 2009 moved by Shri Pranab Mukherjee on 24-07-2009. (Discussion concluded and Bill passed) ",27-07-2009,"Nirupam Shri Sanjay Brijkishorilal ,Mandal Shri Mangani Lal,Chacko Shri P.C.,Saroj Shri Tufani,Chauhan Shri Mahendrasinh P.,Punia Shri P.L. ,Panda Shri Prabodh,Singh Shri Vijay Bahadur,Meghwal Shri Arjun Ram ,Chitthan Shri N.S.V.,Pandey Shri Gorakh Nath,Solanki Dr. Kirit Premjibhai,Sayeed Muhammed Hamdulla A. B. ,Singh Shri Radhey Mohan,Krishnaswamy Shri M.,Das Shri Khagen,Natrajan Meenakshi,Adhi Sankar Shri ,Ray Shri Bishnu Pada,Vivekanand Dr. G.,Kishor Shri Kamal ,Ramkishun Shri ,Rao Shri Nama Nageswara,Maharaj Shri Satpal,Mukherjee Shri Pranab","Agricultural Credit,Bank Branches,Bank Loans,Bihar,Bombay,Central Universities,Commodity Market,Disability,Domestic Trade,Donations,Export Promotion,Farmers,Flood Damage,Foreign Investments,Fund Allocation,Health Facilities,Housing,Housing Policy,Income Tax,Industrial Growth,Interest Rate,Leather Goods,Per Capita Income,Political Parties,Power Shortage,Regional Imbalances,Roads,Slums,Stock Exchange,Tax Assessment,Tax Exemption,Tax Reforms,Urban Development,Villages,Wealth Tax,Fiscal Deficit,Agricultural Growth,Corruption,Tax Payment,Corporate Taxes,Price Rise,MPLADS,Infrastructure Development,Non-Plan Expenditures,Cooperative Banks,Reconstruction,Irrigation Facilities,Food Security,Service Tax,Below Poverty Line,Fertilizer,Educational Loan,National Rural Employment Guarantee Act (NREGA)"
"Discussion on the motion for consideration of the Finance (No. 2 ) Bill, 2009 (Discussion not concluded). ",24-07-2009,"Mukherjee Shri Pranab,Singh Shri Jaswant,Dikshit Shri Sandeep,Karunakaran Shri P.,Kumar Shri Shailendra,Mahtab Shri Bhartruhari,Venugopal Shri P.,Hooda Shri Deepender Singh,Yadav Shri Hukamdeo Narayan,Singh Dr. Raghuvansh Prasad,Nirupam Shri Sanjay Brijkishorilal ","Agricultural Sector,Black Money,Border Fencing,Central Universities,Chemical Fertilizers,Coconut Oil,Commonwealth Games,Direct Tax,Economic Growth,Economic Recession,Education,Excise Duty,Financial Aid,Fringe Benefits,Government Employees,Gross Domestic Product,Hill Areas,Income Tax,Indira Awaas Yojana,Inflation,Investments,Irrigation Development,National Security,Pay Commission,Pension Schemes,Public Investments,Resource Mobilisation,Rural Electrification,Subsidies,Tax Collection,Tax Exemption,Tax Reforms,Taxation,Unemployment Allowance,Water Disputes,Indirect Taxes,Telecommunication Services,Compensations,Internal Security,Corruption,Price Rise,Food Corporation of India (FCI),MPLADS,Job Opportunities,North Eastern States,Relief Measures,Cooperative Banks,Foodgrains,Food Security,Wholesale Price Index,Global Warming,Centrally Sponsored Schemes,Farmer Suicide,Green House Gases,National Rural Employment Guarantee Act (NREGA),Bharat Nirman,Rajiv Awas Yojana,One-Rank-One-Pension ,Consumer Price Index"
"Introduction and passing of the Appropriation (No. 3) Bill, 2009. ",23-07-2009,Mukherjee Shri Pranab,
"Introduction and passing of the Appropriation (No. 2) Bill, 2009. ",14-07-2009,Mukherjee Shri Pranab,
"Introduction and passing of the Jharkhand Appropriation (No. 2) Bill, 2009. ",14-07-2009,Meena Shri Namo Narain,
"Introduction and passing of the Appropriation (Railways) No. 3 Bill, 2009, (Bill passed). ",9/7/2009,Banerjee Kumari Mamata,
"Introduction of the Finance (No.2) Bill, 2009. ",6/7/2009,Mukherjee Shri Pranab,
